source_id,captured_at_utc,outcome,manifest_sha256,note
S06,20260906T023554Z,allowed,a52013ad3ab9016ce67822941b895604474e3efd124d4c2b006112cf262e95a2,"verified daily, 2011-2024 xlsx"
S184,20260906T104019Z,allowed,365f75133e16a66f7d9b839d55997a277ad303ea275f9f27eb45f3e5acb280e3,Device discovery wave: capture public operator measurement page; instrument measurements are distinct from ambient air observations. Terms/reuse and freshness evaluated separately.
S158,20260906T104108Z,allowed,fbfc684f7ede8a2784905736bc04e0d5295557a1e746f48ac3674478659736ee,"Exact-host recapture for existing BG campaign wrongly stored under S155. Shared host is intentional; S158 is EMF, S155 nettest/spectrum. Does not retroactively clear original collection."
S185,20260906T104124Z,allowed,fd28b6d7afd30b75bdebb4d78b2a005a3cbe8369d1c6f9bf077bea3bfd4fba06,Bounded station metadata capture to test Belgrade bbox coverage; site name search alone is not a geographic absence proof.
S186,20260906T104127Z,allowed,2e625b40a8552cc8002477b8936a394c7be394f81af03409dbca3ea22ab7ef95,Official station catalogue lists BGD; access page explicitly links credential-free REST API. Establish API routes before data probe.
S186,20260906T104230Z,allowed,5a66f4ebaf5a829e5fc77d45143747f80d6bce5f3a4723e751adb2ab1db7e4fe,Published API documentation URLs from ACTRIS own data-management-plan. Root 404 does not establish API absence.
S158,20260906T104256Z,allowed,ffa7fbb747e600868c5107ee6beebfe489180b13669d7c8369a0c899d616f853,Published exact routes from saved national catalogue: November2024 Belgrade drive campaign and Science Technology Park fixed monitor. No site-form request and no inference from active/passive station count.
S186,20260906T104516Z,allowed,c964a7a3cc5f4e824a37c6e32f8a0aad36e130381342484ac53d91ef6f71dfca,Routes and countryCode parameter taken from captured WADL. bgd station code from official EARLINET catalogue. Query is metadata only.
S187,20260906T104518Z,allowed,943c1b450db37cf04588089b5a3a7a12b83e23711def993ede1aedda4f15b2b9,Operator reports equipped SV25 survey vessel May2025 and 34 Sava anchorage profiles December2025. Distinct evidence: do not infer which instrument made the local profiles. Raw survey access unknown.
S188,20260906T104518Z,allowed,0a86cef1ba87c9714c8101d2f04453cccd10da7072374a05daef804b43903a3f,"New upper-air product within existing RHMZ provider, distinct from S02 surface readings. Operator instrument/method page only; no current numerical sounding downloaded."
S186,20260906T104605Z,allowed,b689dc3ab0c4670b925969127570f93b0380a104a5d19ff0b856ece2d8daf148,WADL-confirmed station metadata query; compare all-station catalogue with explicit RS filter before claiming local data absence.
S189,20260906T104631Z,allowed,765fc683b44fe8937c51ce72b303ce12b221556649d6dbb783049f8ad7f67f96,Official 2013 installation notice. Device existence historical; no current detector stream or count inferred.
S175,20260906T104632Z,allowed,5898dab5d573d86687a11247925ba95c5625dcdca3d9f5d8808f1fdcd354944f,"Correct heat utility host is beoelektrane.co.rs. Shared BVK host with S11/S63 is intentional; historical instrumentation evidence only, no private or live telemetry."
S186,20260906T104836Z,allowed,b2bcdce3549833000a0bef8946598047452836b1ec237809f3e29e2d74639edd,Exact uppercase station ID BGD confirmed from 54-station catalogue and RS-filtered response. One-month metadata-only query; no bulk NetCDF download.
S158,20260906T110022Z,allowed,2e4cf16bef3b5aef02722d8ddca4ac2f267d7e244e0c8145300f82b82c28bd79,"Resource-scoped licence review. National catalogue links exact Science Park21 and BG November2024 JSON. Portal licence grants copying/adaptation/redistribution with authority, URL, retrieval date and changes. Does not cover all RATEL website content."
S186,20260906T110026Z,allowed,b5276543b722fd06324a239b7313cef77aacf8ad14ba3d9503884a0a05ca5da1,Approved2023 licensing: CC BY4 for specified levels0/1/2 and level1/2 metadata; legacy/level3 distinctions. Generic station metadata and any BGD profile must be matched to scope; no blanket licence asserted.
S187,20260906T112601Z,unknown,8b397cf96f7537d85c2fbeb588f4f488c1a05d1ed3178c27e5e62271e2ac5103,Follow-up wave: inspect access and explicit operator terms before any raw bulletin records. No individual vessel data.
S186,20260906T112601Z,allowed,aa00e56ed4c352092d43205c47f8941af803f9437e3acb1f6ac2a248403f3891,WADL-documented metadata route; earlier opticalproducts404 was wrong route. Historical May2020 campaign id516 corroborated by primary indexed portal. No raw product download yet.
S158,20260906T112604Z,allowed,9c0c2d0a6e0dc02b6062f520b3b44b7cf37f9d25ed8996403c44c3fdde3ec0b7,"Operator device page only, no raw archive endpoint. Record168 may differ from historical selective station21; replacement relation not assumed. Catalogue SODL coverage does not automatically extend to this page."
S190,20260906T113103Z,allowed,527ea9f539ef3d472d7e46e8a636e060eb0979d5176c10f44e40c3de5851d4ef,"One author preprint, posted03June2026, not peer reviewed. CC BY4 article licence and data-availability statement inspected separately; article licence does not clear any embargoed underlying dataset. New instrument inventory candidate, not raw-series collection."
S191,20260906T113410Z,allowed,024b5218eaaaf2a9fe150d9fe091b87e22ca9f332168505acb12d58d044d9388,Independent original project dataset catalogue. Inspect per-site DOI links and resource-specific licences; open-science commitment is not a blanket data grant. Ada Marina separate from Bor. No underlying dataset requested.
S190,20260906T113853Z,unknown,a4851015d488396b8e45e380fcff18aa46e52c430eddad3303760ed74ff3c023,Offline manual review; all HTTP statuses and raw evidence reused unchanged from113103Z. No new network request.
S191,20260906T114007Z,unknown,ee6cb5523a57535a3486c145eb2ab506d6ffe617529d81b275d8f9f5029b1d52,"Single resource-metadata review only; no raw data file. Ada Marina DTT DOI, distinct from Bor18255581. Prior catalogue receipt remains separately retained."
S192,20260906T123023Z,allowed,b52dce338a87105a95be607698ccf7e22590c65aaa687ac28b5ab9f067abbdcf,"Distinct groundwater product, shared RHMZ host with surface/weather sources. Exact public reporting route; bounded local factual research only. Operator-posted law Article36 requires citation and addresses transfer to third parties; raw redistribution and recurring collection are not cleared. Inspec"
S102,20260906T123712Z,allowed,42e9c7451c37ed8b6cffa1e5ec6d6450b244c1ea24918224086d80e035be0db9,Distinct EGMS ground-motion product on a host shared with S62/S92/S133 land products. Coverage correction only; operator page excludes Serbia. No ground-motion data request.
S191,20260906T123714Z,allowed,87789992da7fdb4831c7a9463cc4d3c694a5cdbe735ad4674f65e905efd73676,"Eight exact DOI metadata routes documented by DataCite; CC0 is metadata only. AA landing captured as terms/access evidence. No raw data, no DTT repeat. HTTP failures remain unknown/held regardless of permissive tool boolean. One bounded metadata batch max128KiB each follows only after inspection."
S193,20260908T215715Z,allowed,bc9bd8f829176a2be25dd2727c26419f66cea4061a324c5d909e426bc7dcb99b,national SDI OGC host; base map for BEOPS studies
S194,20260908T220025Z,refused,7dbf7596c07881e2049d9c470cffdab0b292da87632f2f1fa43c67b85fa456af,17 one-off requests for municipality outlines; base map
S98,20260908T225306Z,allowed,8ed601f2d8b0c09be3a038190a5533107d437aa103f5a5415ffc97172577b148,"base map for BEOPS: rivers, lakes, urban footprint; used after S193/S194/S126/S142/S127 were refused"
S68,20260909T102100Z,allowed,3a9498b60ada705fa267f43b029d26ad109b9342dcba1be01d25efdcdc2f576a,news audit re-capture; publisher Tacno d.o.o.
S69,20260909T102127Z,allowed,6f71c56fd886b61085cf8eebbdfff1e084e0d65c13f7bd513981cde5faed188e,news audit re-capture (ownership change)
S70,20260909T102135Z,allowed,af13fd354d9832943d403f181fa8b9bc9343f314fb8e0850f313813f94181541,news audit re-capture
S71,20260909T102138Z,allowed,4a7cf06614116d5f87b954380a289de136fc009ffd9e2c58c83892d41747322d,news audit re-capture
S72,20260909T102145Z,allowed,6ccebba71e9165c164116c7db6b58cc4a30f42655eaca8561cc619b0727f2e58,news audit re-capture
S73,20260909T102147Z,allowed,15891849f99de6acbb1bb2daac14ccd02da46fdfb29c1af4b6cbc558c4a1b41a,news audit re-capture (ownership change)
S74,20260909T102147Z,allowed,be05d5715097791fe24c41297994b49bd303413cd552f2da0f26b5ef73adc508,news audit re-capture; X-Robots-Tag noindex decision recorded in the registry
S75,20260909T102151Z,allowed,bb78337121b8dddd4a2e0b0467bee943cece51a0d514ae1fe521f0071557ae7a,news audit re-capture
S76,20260909T102153Z,allowed,8c8f66ee9b9b6fa5074d0be0e8536d91a63fd4694fa447b711daacb2683353e7,news audit re-capture; free teaser of a paid wire
S77,20260909T102154Z,allowed,a8193f346da8342d40a8aa1698f1ab1fb56297cd7123f6276bd296ad5b21554c,"news audit re-capture; record split (Cenzolovka S200, Masina S201)"
S78,20260909T102154Z,allowed,273366ba4305d5c5e1713cb455179249de075519f9ab9b129ff88332b5b78f3f,news audit re-capture
S79,20260909T102155Z,allowed,23b05e5e1718df60358596146edff184b387103cf33c4ee481327382022ab8eb,news audit re-capture
S175,20260909T102156Z,allowed,db57712e17a40393ccd7508d2d7ab10b8274b5a499d2af34b20a8cf1a518b09a,news audit: Beogradske elektrane RSS with daily Stanje sistema
S195,20260909T102157Z,allowed,7b762b5ab9340626373085a0b2dc89e5f67917cdfd6e42dc4ff6c96bc09fee96,news audit: new source
S196,20260909T102158Z,allowed,7037508cb47f9063a688f1709a9d9cde046dd6bcdb4509cf00f567728c5ceb64,news audit: new source
S197,20260909T102159Z,allowed,e07125b63e1d608947843b86f28dfe17834afcca79b6a2af26dc5f04dfdfdb61,news audit: new source
S198,20260909T102159Z,allowed,7528ab185213a4f4a8202943116cc2577a845eaa6d2d471f4c1637a8a1e9b8a4,news audit: new source
S199,20260909T102201Z,allowed,de5037d9b858c247e7112cfdef89517a445b600873fc526a22a24a6bb1504552,news audit: new source
S200,20260909T102201Z,allowed,e8c451caa65f4c0ab8afd74e0a23631a3cf79df3027ff115af4ba35efff192c5,news audit: new source (split from S77)
S201,20260909T102202Z,allowed,b75206c943e1a0ca6b4b540fcbccf65888845ef19f2babfa9bd17b4474db0b27,news audit: new source (split from S77)
S202,20260909T102203Z,allowed,fb2ba85b8595a501b9fac86effb96c2f81b6b6279c2af1c35090ed9369efd258,news audit: new source
S203,20260909T102204Z,allowed,594c22fb684113f169ed946c3906e7c15a32de1a0988cf1a66a17f94e3c16c82,"news audit: official materials, Art. 6(2)"
S204,20260909T102204Z,refused,68b06f5241b87c1f2cadcdec428f493ae6ac86b138bc9b79d723fd0ef25198fa,news audit: robots.txt names ClaudeBot
S205,20260909T102205Z,allowed,a4391b50ca853f2a56294cf86fc6cfc16231124d6fc45f673ffd35fb6ea967ad,news audit: feed route redirect-loops from the cloud; measured from the PC
S206,20260909T102205Z,allowed,fdf4c7eb7e1ea6fbf974dce7901d6440b810ba5baa1b0fea1fa10624c9602e7d,news audit: HTML notices of a public enterprise; host shared with S57/S135 (different product)
S15,20260909T102504Z,allowed,a7b87e219b214413d17cd89835cbfe0aaf5fab3aa2abbb7ea44ad4b32f7682ec,"news audit: official city portal listings, Art. 6(2); the host is shared with S31/S64 (planning notices, open-data portal) - a different product of the same portal"
S11,20260909T102506Z,allowed,24b92ed5d6f691e7fd9e32ea2ecbbaf7fc4cd59e9cdcd409174173a42332080a,news audit: the utility RSS route; host shared with S63 (water quality page) and S175 (utilities survey) - a different product
S146,20260909T103633Z,allowed,52621b8ae2d9447075800cefb9d6581e27e59521a1d3a0c006a6a707b1fd2df4,weekly re-check of a polled source
S04,20260909T103633Z,allowed,5746ddeb1e92bb53be1716032ad04ecd4ec96b955afea5fb384b5adeb76d57d1,weekly re-check of a polled source
S10,20260909T103634Z,allowed,d7a92dabd3c91a771c6aa5815c6c114832b803a783e4171c152da3f1c50c0be2,weekly re-check of a polled source
S68,20260909T103634Z,allowed,9a7a2a1ee579e7a75b10af678cb7212e46eb983e68b51145775af5868fd827d5,weekly re-check of a polled source
S69,20260909T103634Z,allowed,9e11aff06f2174b020810a28556db6bf31e5a46e3e1c2e144a254e20a9328082,weekly re-check of a polled source
S75,20260909T103636Z,allowed,892a8cf903e54f963519964fdcbf493ca690580b67686abcaea268984fb82798,weekly re-check of a polled source
S76,20260909T103636Z,allowed,9c93ea330efe43a318ed68a9569ddb38622f13d6491996f3db63cd0a04b917c4,weekly re-check of a polled source
S78,20260909T103637Z,allowed,bdd71eac650d0787a2de7af296a045cde5738dc27c5676c89495e4db9313a5b8,weekly re-check of a polled source
S74,20260909T103638Z,allowed,7f0808f3ffaa9fdc4cab58ecfa98651275e98a257eedb9dbbf6fb0470e9e6dbc,weekly re-check of a polled source
S70,20260909T103642Z,allowed,e0898d2887e87e05ed8331cc3d9bad32a58946221532c0bd8060c7221283082d,weekly re-check of a polled source
S71,20260909T103642Z,allowed,ed76ad137200f4998f272711ef529e7e3ca92049dafbd19031102947933b6d20,weekly re-check of a polled source
S72,20260909T103642Z,allowed,bfa02d9db1472a8393e8c273fa696f7f5f9be68b8784a4e45665e7d8809bd686,weekly re-check of a polled source
S11,20260909T103642Z,allowed,b13d72cb5f08a19091f0e96ec69413374d3c417b393eb14eda980e97f61589b2,weekly re-check of a polled source
S175,20260909T103642Z,allowed,562184ba95a1c671a812e1c60dcfc616599702291f1e8a2e6d0718b3bc9c5d4a,weekly re-check of a polled source
S195,20260909T103643Z,allowed,63a20fdad275e474d185b934428caa20130c72537816a078a63a737e1e259339,weekly re-check of a polled source
S196,20260909T103643Z,allowed,9b0ee0ac4bb06d745f8c8330b044429cc98116fa598f9fd543ce25fabd8135e6,weekly re-check of a polled source
S197,20260909T103644Z,allowed,2ea38ef2cdf529312b56c767fdbda5eb674f16578ee38385b9d872d2850d5f72,weekly re-check of a polled source
S198,20260909T103644Z,allowed,f554b74c936cc449af606880ad3942810a51ae36e53f6dd6b917d0a97700e1a3,weekly re-check of a polled source
S199,20260909T103645Z,allowed,7a16a0cb85ba03a4d0a1bd18c85c696281db9916e4bcb196fdd54b8e3aeefba4,weekly re-check of a polled source
S200,20260909T103645Z,allowed,aaa2c0251d4fac9f6d1c6d8409585eed362aefa6edc170edf3eaf620b8298614,weekly re-check of a polled source
S201,20260909T103647Z,allowed,6b64af04d912b78320cb6b58a720f88f60febecfccfcd0384cf3ec55a278cb61,weekly re-check of a polled source
S202,20260909T103647Z,allowed,525d1a0710c22ad9318455899766fc5c3571b19ebc66ad4bf8d108bc3d60a033,weekly re-check of a polled source
S203,20260909T103647Z,allowed,2ed57f571f4256792ac95d81a8de960b78093f6140e336d29e70e1f72c0b907e,weekly re-check of a polled source
S207,20260909T104949Z,allowed,731980c22718e0abfeec90c30b2bc89f639157d73cd8829d08b3296861b2fcac,news audit: Blic could not be read from the cloud; measured from the PC
S208,20260909T104950Z,allowed,f7e899dd3407ea6a3f6260fa4eeb23c351b3ac2a20764596ee73d94220d1c1d8,"news audit: the City portal listing, Art. 6(2); host shared with S15/S31/S64 - a different product"
S15,20260909T104952Z,allowed,0607e4a81620f3c46c212e0c46526da6f69f6c9feeefb33cad0021b22dbf0df2,news audit: the exact listing URL the collector polls (transport notices); host shared with S31/S64/S208
S146,20260909T113408Z,allowed,17bcf3840973bb2072a4c7baa096818cf3a56996372d19c078a2739700911e9a,weekly re-check of a polled source
S04,20260909T113410Z,allowed,dbb92c77e4ed67a9615c6f7649ad774e3e253a6bd760da5aabeb3afa8b6429b9,weekly re-check of a polled source
S10,20260909T113411Z,allowed,1dc832e33c13a45b06847e77f6208793e6da1f5d2b740af2c945aaed5913c6e7,weekly re-check of a polled source
S68,20260909T113411Z,allowed,e634880ceb18d841347bed0cad865043a4c353a874b79fd16e9f28fb600f02b6,weekly re-check of a polled source
S69,20260909T113411Z,allowed,7d65b6d8b60a9d163a3f3514e05e51796592289d4d1ffe1b3e49433f80f95f34,weekly re-check of a polled source
S75,20260909T113412Z,allowed,963929e158b6eff740cd46acf2bc51e5a311d57e00c2a0553a71eb7f42e038fc,weekly re-check of a polled source
S76,20260909T113412Z,allowed,013b4c844eada563a3526c7547cc1e44ca131de13c843abd4916f8b6519aae7b,weekly re-check of a polled source
S78,20260909T113413Z,allowed,f487fd42a0c2af17b65b09788b08cf37c7e7903d8b003173613a1677ac53f344,weekly re-check of a polled source
S74,20260909T113413Z,allowed,04252323cb435d7391e2622d06ae9abb0a4a379c5d974c5fde1e8f33b800d975,weekly re-check of a polled source
S70,20260909T113420Z,allowed,e05d42860d5b4c7cd5462a4a4ca82eb14e030320569945bfdd62ec28afa4dfbe,weekly re-check of a polled source
S71,20260909T113420Z,allowed,df20e1ddc5fc2964ffcfbecc30bf524d25f31dc922dc6742e7ab43a116a859f5,weekly re-check of a polled source
S72,20260909T113421Z,allowed,706ca797bda6f0c91cf50d686ad02e01cbff2b711a1c0846f39002fbfce4ca1f,weekly re-check of a polled source
S11,20260909T113421Z,allowed,208e1f3994dfcd70e0be5d4d3547649d628768a595f5e34088735621841e5809,weekly re-check of a polled source
S175,20260909T113422Z,allowed,9cde2e4d21f5d76bd09a06702f26069f6dda2340d1084b7c1aa68ed3de81be39,weekly re-check of a polled source
S195,20260909T113425Z,allowed,3e483c027a998405d141a0cb7724bcc1a3b631c967d6dd8ca9e5eb3d591c4e87,weekly re-check of a polled source
S196,20260909T113425Z,allowed,589d325ae7e4f180ad3b17daef42374a0b66e9b06ad871a15d0f7605879066fc,weekly re-check of a polled source
S197,20260909T113425Z,allowed,db836de25efbecd760070da0bf9340bb5bc706a1d30e206c46e00836ac12f92b,weekly re-check of a polled source
S198,20260909T113425Z,allowed,daec16dd3819ff88f5e0a716002cdc8501c842e3ae585a5ab8f8addaf63d8b43,weekly re-check of a polled source
S199,20260909T113427Z,allowed,013e2644d803198111ce39d7fcec95bdb327b461d13198923f0ff27d8dfebf2b,weekly re-check of a polled source
S200,20260909T113427Z,allowed,bd461c2527663fad9f806a2e2069f1be482be57d462969a62ef11a59b2070677,weekly re-check of a polled source
S201,20260909T113429Z,allowed,cba87a4012022c1901e66408fc8c081f63287c0443d00f8d1ef8a586376f26bc,weekly re-check of a polled source
S202,20260909T113429Z,allowed,de3fcb9301642998497fa5771140e11cd80d7ed6e3c8870306e74b22ac3a3014,weekly re-check of a polled source
S203,20260909T113430Z,allowed,8114adc71ef899d70e73e980289770f8793297a62e024475660329a6ad86de58,weekly re-check of a polled source
S15,20260909T113430Z,allowed,18c3b458edc71c839d4e5bfe36ffe4625fb7b54d462c5d49da50bc29cf961157,weekly re-check of a polled source
S208,20260909T113431Z,allowed,2ef1748a2e7b9f977b1e192c4f84a204352c1728aef9e51bfc7b579c53f950cb,weekly re-check of a polled source
S207,20260909T113431Z,allowed,97a5e33d01677add98dcdd70f2bb7db5c4aded19542ddacf93474ad3af9bc4e8,weekly re-check of a polled source
S12,20260909T114655Z,allowed,f2ac087b6563e329306fe1dff8da39a74d967cbff54cd3d96134f4f33e8b8fa9,live-layer pass: the outage table the collector polls; host shared with S54
S01,20260909T114655Z,allowed,2de68666e57c295f1037e3775c853194a992dcf66505a6606dd64474c660441b,live-layer pass: the page the collector polls; host shared with S02/S09/S51/S52
S209,20260909T114656Z,refused,e2e47f23698686e4ff164725d54bf78f13c4f43812ddd81c2489ca09a1691b0b,live-layer pass
S210,20260909T114735Z,refused,7bd3b8fd66f3bbd3e5759793ad1a78785f6e2c3a47464bb795308392a3c26850,live-layer pass
S212,20260909T114736Z,unknown,97c903f3c62e311f2ecfe1b605d84bd784c992c927e725e72eaa5a0ec386ac34,live-layer pass: lead
S213,20260909T114737Z,allowed,200e4c101ec34428e114c88574ec9187248a34d157131528c5f06389f981d0a4,live-layer pass: lead
S214,20260909T114738Z,allowed,b7f1213bbdd8d86204e62a8941769e44aeb7882c50730b86f18354cf6621f776,live-layer pass: robots.txt 403 from the PC
S03,20260909T124212Z,allowed,723ce26a091ec6bf53425d92817fbec684d1c97e2d7f8837a2790c549ddda4e8,"live-senses pass C1: the observation carries its own obsTime; /robots.txt answers 404 (nginx) - a 404 is no robots.txt, and the 404 body is the evidence"
S52,20260909T124214Z,allowed,e2640eb22d4be9ce519d19b2d52cd2eb1b0402bee5b27bd1a418528c650cf843,live-senses pass C1: the daily hydrological table; the page states its own reading time in UTC; host shared with S01/S02/S09/S51
S54,20260909T125624Z,allowed,f0995d37598d67d513942b87a2d8c7fcb9d469817e01d1570303ad9e6796530b,live-senses pass C1: the same table one day further out; host shared with S12
S146,20260911T113140Z,allowed,86062a12f9a203195682d5ab863a1bc713fd6cfaa36ef01c092849fd3af2c45e,weekly re-check of a polled source
S04,20260911T113141Z,allowed,66e877ff739f74ae8509f0e3bdf863f2f2eec188233efc83c9107ec36d07dfaf,weekly re-check of a polled source
S10,20260911T113142Z,allowed,6275859955de6f7047b9cb8aeb976bf1e4c40a868ecd3415b5a95c03ef18a3de,weekly re-check of a polled source
S68,20260911T113142Z,allowed,861ab7420a72a8fe6535f48c4a61aa5a3ebcc11024878facf447d1e92207cc5b,weekly re-check of a polled source
S69,20260911T113143Z,allowed,bb60b3fe113659fc2b684fcf1ebd541e6908c5426719a71d6541e3fc1fbadb56,weekly re-check of a polled source
S75,20260911T113146Z,allowed,dfc577f08980e8612b729c30a10651b784dab2537ce21e7770394aa932464b2d,weekly re-check of a polled source
S76,20260911T113146Z,allowed,73d0e91bc491671b45e0cd15cb9fcca4ed67956ef5aebccb3531bf0bc4e2aa08,weekly re-check of a polled source
S78,20260911T113147Z,allowed,e2f7dada8e560aee626ae05a682f2a47b3ff9a563360b19a5f05cae5827ef353,weekly re-check of a polled source
S74,20260911T113148Z,allowed,5d8fe93021140eeacf9205a10b7ac5f450725fe7e99f392356b9125640811892,weekly re-check of a polled source
S11,20260911T113153Z,allowed,12a425c574a5daf9228e077f992fe3c59227da456f89b8d5256b29bf7a4b5da8,weekly re-check of a polled source
S175,20260911T113154Z,unknown,04efb0e3e3291a94ad63d30613690984bed124d609b42960ab290662cd82e44a,weekly re-check of a polled source
S175,20260911T113215Z,unknown,10645ffbad2041e834bc4e7acafb075e366192674d206faf9b98fbbf8356a705,weekly re-check of a polled source (retry)
S195,20260911T113235Z,allowed,3b4e50db6961d60acd6c1fc3158e279364b72f27085e01dc43ea2ab52d445f3b,weekly re-check of a polled source
S196,20260911T113235Z,allowed,fe3841ea92b92e2eeaa8bf330a30dd81d1b401737111c214ef80ce7e196450a8,weekly re-check of a polled source
S197,20260911T113236Z,allowed,eddfb78a03271360f0d669547292c3495afd3836d522457624058a5d937bce65,weekly re-check of a polled source
S198,20260911T113237Z,unknown,b9c174042909cd89a40b60fb7b7a8d7942d8d47a231c69040f4aa72e75cabe19,weekly re-check of a polled source
S198,20260911T113258Z,unknown,69d1c40b7466470096630162f481bc86105d486ad3282179067768ad3a9d7060,weekly re-check of a polled source (retry)
S199,20260911T113319Z,allowed,17cff99bd5b929f91a8e286f3546bf895e3b7671adb5fc857e63aef5f852508c,weekly re-check of a polled source
S200,20260911T113320Z,allowed,75ed122a32de364cdbe976798865cc16fd3e65752b17345b449ad9ff8a59f16b,weekly re-check of a polled source
S201,20260911T113322Z,allowed,5c93d7b4529d241fa1f5320cfd996e8c858965068261825047fab98e465cf855,weekly re-check of a polled source
S202,20260911T113322Z,allowed,d86ab0dffdc3810c93878a69285c7a54174e0b929fb3cd919066cf0a46251a49,weekly re-check of a polled source
S203,20260911T113323Z,allowed,d2f295ae64279009730626dc5d26c2766d80492532dd90b1787d6478ee14298d,weekly re-check of a polled source
S15,20260911T113324Z,allowed,7f6ee3a3e5db6f1201d1762564d327a499d3db1552f68b9f0cea0b4ccdf4895d,weekly re-check of a polled source
S208,20260911T113325Z,allowed,0ffb3d5dcee003843c5e8c0fc57940b27fa498883e1f17983bd0a1bd4c993a90,weekly re-check of a polled source
S207,20260911T113326Z,allowed,45544d66c1d883421a81b6b5ee13be7e9d4ab95fda95b270efe96dea1e704e5d,weekly re-check of a polled source
S12,20260911T113326Z,allowed,798d4f45c2f2c24cdb54d599b03a959b70fdf83d8c9ae74b66bab138db374ec4,weekly re-check of a polled source
S01,20260911T113327Z,allowed,0c032c975563c32c2c3390d23ffafc010989b6a272749f9e238e743b7d4a2767,weekly re-check of a polled source
S03,20260911T113328Z,allowed,6905a512f445a7b435bcf2b8f2e7f1e64b329c35e7e951158d5eadc9df39fdb4,weekly re-check of a polled source
S52,20260911T113329Z,allowed,b6884a4561c42aa7bb363e673f32a03e9c3ad929709ba14937c012f9a9ce3770,weekly re-check of a polled source
S54,20260911T113329Z,allowed,79ed2cf0bcb57a0c0b24c59fe8310198416546eeb58d2b409e7254f5bfa42025,weekly re-check of a polled source
